,comment_text,true_labels,pred_labels
1042,arama got passion exorcising demon little short talent . making matter worse constantly judged another powerful exorcist chiruha yaso . ever live lofty expectation actually put away evil spirit good,"['Action', 'Shounen', 'Supernatural']","['Action', 'Supernatural']"
1043,dahlia female dressmaker galleria . kidnapped commissioned infamous honeybee earl known jump woman woman like capricious bee jump flower flower make ultimate wedding dress fiancee . dahlia complete dress without getting stung honeybee earl,"['Comedy', 'Romance', 'Shoujo']","['Comedy', 'Romance', 'Shoujo']"
1044,plot summary arika yumemiya traveled far search goal prestigious gualderobe academy . school young girl trained become otomes protector royal leader throughout land . arika make plenty friend enemy know something past . nevertheless spirit determination keep pushing forward . adapted predecessor mai hime series direct sequel alternate universe setting featuring mai hime cast though different personality,"['Comedy', 'Drama', 'Fantasy']","['Drama', 'Romance']"
1045,event story take place immediately first season following tomoya final semester high school . declaring love nagisa begin close relationship . life together faced unexpected challenge truth behind illusionary world city legend come light,"['Drama', 'Fantasy', 'Romance', 'Supernatural']",['Drama']
1046,kisaragi amatsuyu think hit jackpot popular upper class girl cosmos himawari invite . sheer disappointment spill juicy secret girl friend . overhearing reveal girl shadow begin pester amatsuyu finding enjoyment lady woe . soon find girl one like,"['Comedy', 'Drama', 'Romance', 'School Life', 'Shounen']","['Comedy', 'School Life', 'Shounen']"
1047,haruto sakurano lonely boy surviving since mother abandoned . unable defend sexual assault constantly discriminated omega haruto begin prostituting save money move town . one day meet transfer student named takagi whose calm non judgemental nature slowly begin filling void heart . haruto fear self loathing keep expressing love feel takagi gentle care persistence bring emotionally physically closer together . warmth tenderness begin replace haruto pain loneliness takagi convince truly worthy loved,"['Drama', 'Romance', 'School Life', 'Yaoi']","['Drama', 'Yaoi']"
1048,human vampire finally starting live together peace still much mistrust two specie . raine gay man still grieving death lover decides adopt vampire child named joel orphanage learns mute boy spent day gagged never taught speak . raine devotes energy giving little orphan life deserves raising young vampire come unique challenge . joel growing exceptionally fast relationship desire caretaker father son,"['Drama', 'Romance', 'Supernatural', 'Yaoi']","['Drama', 'Romance', 'Supernatural', 'Yaoi']"
1049,num year kouta harboring secret crush childhood best friend well known playboy haruto . time accepted crush stay unrequited . however one day seems like haruto noticed . little little relationship changing,"['Romance', 'School Life', 'Yaoi']","['Drama', 'Romance', 'Yaoi']"
1050,story mitsuyoshi tada boy never known love taking picture cherry blossom full bloom meet teresa wagner transfer student luxembourg . upon arriving japan got lost separated travel companion . mitsuyoshi help brings grandfather coffee shop,"['Comedy', 'Romance']",['Romance']
1051,takashi reunited childhood friend seen num year named miriko . miriko thought missing became queen alien planet leader strange army corp keep childhood promise miriko set take world takashi . however takashi desire takashi must stop miriko wild behavior,"['Comedy', 'Romance']","['Comedy', 'Romance', 'Sci Fi']"
1052,jean rookie talent manager everything prove . beelzebub brand new client devilish good look voice angel quirk personality like banishing ghost complete lack shame . jean need first client succeed beelzebub dark past sink dream fame fortune . heck make demon star,"['Comedy', 'Supernatural']","['Comedy', 'Fantasy', 'Romance', 'Shoujo']"
1053,shion young man working onmyou organization false pretense . attempting avenge destruction nation death family member target empress attempt destroy homeland . however destiny fact entwined dislike destruction wish unite japan peacefully,"['Action', 'Adventure', 'Fantasy', 'Shounen']","['Action', 'Drama']"
1054,naruyuki touya young student arrives amagiri gakuen new highschool . find quay station faced robot control attacked girl classmate . come girl know father connection highschool,"['Action', 'Drama', 'Sci Fi', 'Shounen']",[]
1055,tomo madly love sakura character love simulation game . one day find guy moved next door chihiro look like . tomo desire first time sakura come face face chihiro combination chihiro desperate advance along enchanting look make tomo quickly change mind . chihiro strange taste smoke completely naked nothing like sweet innocent sakura . tomo completely new pleasure flesh keep mind chihiro . top chihiro boyfriend make unannounced visit,['Yaoi'],['Yaoi']
1056,aspiring manwha author wannabe never really interested girl find girl taste . however girl taken . even still girl . succeed,"['Comedy', 'Romance', 'School Life', 'Supernatural']",['Comedy']
1057,miyamoto work sale division major insurance company . attracted cool beautiful bos himuro . however courtship thwarted return company president takarada . become three way parley fierce battle himuro affection,"['Comedy', 'Drama', 'Yaoi']","['Drama', 'Yaoi']"
1058,lin average high school girl huge crush daiwen popular host . super pop singer gonjieh daiwen enemy transferred num month ago mushroom college . phoebe jia lin best friend luckily end class . unfortunately lienze num delinquent school scare living daylight lin also happens class . make thing worse lin uncle appears say root trouble . lin survive,"['Comedy', 'Romance', 'School Life', 'Shoujo']","['Comedy', 'Romance', 'School Life', 'Shoujo']"
1059,meija era num num probably defining period japanese history . time massive change traditional takugawa era positioning japan modern world . contemporary writer soseki natsume suffered due social cultural change expressed feeling character botchan classic vein mark twain charles dickens,['Drama'],[]
1060,since fourteen year old tia loved wished relationship drew man twelve year senior . age twenty four twist fate brought face face drew . one magical night dream seemingly come true . drew realizes daughter good friend age difference take toll conscience . tia able overcome obstacle ahead finally relationship drew always wished . baby callous marriage convenience wishing amounted,['Romance'],['Romance']
1061,human required make decision change course rest life . making decision may angel guide right direction . since ancient time angel nudged human towards correct path . kuroma always lazy angel rarely assist human . angered superior required assist num human towards correct path . case different unique way . kuroma able find correct path case,"['Adventure', 'Fantasy']","['Fantasy', 'Supernatural']"
1062,yuuki got crush dying confess love . one problem . every time try freeze . life really take turn bump get clobbered robotic girl impressive set feature . name roborovskii world first erotic robot . judge make men foam mouth save world amazing erotic power,"['Comedy', 'Romance', 'School Life', 'Shounen']","['Comedy', 'Sci Fi']"
1063,one lone wolf life deep forest . one young man want keep living . connects . wolf look sad . heart man beat fast . forbidden love story noble beast young samurai start,"['Fantasy', 'Yaoi']","['Romance', 'Yaoi']"
1064,isabella daughter noble york family enrolled girl academy groomed dame worthy nobility . however given future seeing prestigious school nothing prison outside world . family notice struggling lesson decides hire violet evergarden personally tutor guise handmaiden . first isabella treat violet coldly . violet seems able everything perfectly leading isabella assume born silver spoon . time together isabella begin realize violet struggle start open . isabella soon reveals lost contact beloved younger sister taylor bartlett yearns see . experienced power word past clientele violet asks isabella wish write letter taylor .,"['Drama', 'Fantasy']","['Drama', 'Fantasy', 'Romance']"
1065,cute fluffy story xie jun basketball captain prestigious military family outgoing youth zhuang . basketball match two zhuang distracted xie jun blowing kissing noise . captain later come collect debt,"['Romance', 'School Life']",['Yaoi']
1066,assassin drop troublemaker vampire creates havoc continent . turn brainwashed . make man much type,"['Fantasy', 'Romance', 'Supernatural', 'Yaoi']","['Action', 'Supernatural']"
1067,emi seventeen year old girl living shibuya . father always away work grown listless . suddenly twist fate involving certain magical item change everything . mysterious pencil thing linked appearance hero another world . could start excitement desperately craving something,['Action'],"['Fantasy', 'Romance', 'Shoujo']"
1068,otou work host host club country . since high school day crush senpai okawa still continuing chase sempai treat otou nothing pest . still otou want near senpai love helping . even senpai treat badly outcome otou unrequited love,"['Drama', 'Romance', 'Yaoi']",['Yaoi']
1069,psychological thriller centering miserable convenience store worker tadahiro whose solace watching idol video . drop high school due unhappy family environment . part time employer treat poorly . retreat fantasy idol kanzaki soothes sorrow . one day tadahiro get fight heavily drunk mother resulting accident cause body undergo bizarre transformation,['Supernatural'],['Drama']
1070,reincarnated another world promise cheat power one thing reborn baby left dead royal parent think powerless . another thing entirely . newly born reinhart hart new friend must find way dangerous world luckily got magic quite literally chart,"['Comedy', 'Fantasy', 'Romance']","['Comedy', 'Fantasy', 'Romance']"
1071,recent year girl experiencing development tertiary sexual characteristic later year puberty rapid masculinization certain part external genitalia . ooi haruka one girl kept change body secret everyone family . however embarassing incident involving guy crushing crowded train wake discover school surrounded group student calling bra girl swing girl . know secret,"['Drama', 'Romance', 'School Life']","['Comedy', 'Romance', 'School Life']"
1072,rei dorm manager modelling agency made famous older brother happens idol . kazuto new arrogant model agency keep telling rei pushover need confidence . kazuto confidence also always getting angry another model hisashi hug rei goof around,['Yaoi'],"['Romance', 'Yaoi']"
1073,nanami momozono familiar tomoe mizuki survived quite challenge since nanami took mantle mikage shrine patron god . naturally wind god otohiko come invite nanami divine assembly izumo home god nanami chooses take mizuki leaving tomoe pose school . however ulterior motive attending divine assembly discover whereabouts missing lord mikage former god shrine . adventure izumo nanami meet botanmaru tengu child looking someone know well tengu turned goth idol shinjirou ku,"['Comedy', 'Fantasy', 'Romance', 'Shoujo', 'Supernatural']","['Comedy', 'Fantasy', 'Romance', 'Shoujo']"
1074,whenever ion tsuburagi trouble wish chant name letter letter something good happens . however nothing good come student president kouki shirashi crush return . escaping one day run mikado hourai president psychic power research society . soon find item researching ultimately leading acquire mystical power . discovery mikado confesses ion help think want around power alone,"['Comedy', 'Fantasy', 'Romance', 'Shoujo']","['Shounen', 'Supernatural']"
1075,man alice saw opened door made gasp . unforgettable snowy night three year ago met man changed life hotel took shelter . alice despair night . normal circumstance never would slept man met lobby . drowning richness like never tasted disappeared without word . thought would never meet . look clear disdain,['Romance'],['Romance']
1076,student thought knew child anymore say honoka miyama former student kissing . five year since honoka became teacher . arrival new batch trainee teacher dream event five year ago honoka find wave nostalgia coming . much surprise student dreamed tougo ashiya among new trainee . welcome party tougo invite honoka place soon reveals feeling changed . letting speak pull shirt open sucking softly exposed chest hand slip thigh sensitive spot make sure remember every detail tonight . student thought knew show side never seen,['Romance'],"['Romance', 'Yaoi']"
1077,shouko life mess . boyfriend cheater steady job phrase vocabulary home thing better mom focused older brother might well nonexistent . however life take sudden turn bump old friend middle school . friend maki popular mangaka asked help part time assistant readily agrees . maki house meet hajime budding mangaka assistant also happens maki boyfriend . something inextricably draw,"['Drama', 'Romance', 'Shoujo']",['Romance']
1078,flash youngest son garness family . dad owns garness foundation assigned dad operates resort hotel away home . flash num year old want operate hotel first tricked family . thing easy manage hotel though meet juno whose family run hotel business island flash suppose work mention unusual rivalry another family whose want compete business,"['Comedy', 'Fantasy', 'Romance', 'Sci Fi', 'Shoujo']",['Drama']
1079,recca dream one day becoming excellent ninja day age ninja talked history lesson . playing ninja game meet mysterious woman reveals recca past bond powerful hokage clan special flame power resides within . meanwhile evil kurei plan gather madougu hokage clan may take control elemental power recca determined master flame stop kurei evil plan . take live expectation put stop kurei,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Shounen']",['Action']
1080,series light yomi spending daily life happily playing video game . one night everyone else asleep light receives invitation alpha messenger someone named king . light yomi sucked another world must undertake quest rescue princess melody demon lord . light think must destiny yomi think kind annoying . form party alpha start quest . alpha turn robot program allows raise level slowly continuing adventure,"['Comedy', 'Fantasy']","['Adventure', 'Comedy', 'Fantasy']"
1081,dark dystopic future humankind controlled dorothy sentient supercomputer belief god . help bidding created being known galerians human supernatural psychokinetic ability rival . enter rion young man posse skill galerians unwillingly hold key dorothy destruction within mind . enemy search destroy rion must race clock find long lost sister save humanity dorothy galerians destroy,['Sci Fi'],['Sci Fi']
1082,akiha came tokyo attend school first day molested crowded train . surprised struck dumb one young man stepped help . talked suddenly hugged young man thank,"['Romance', 'Supernatural', 'Yaoi']","['Romance', 'School Life', 'Shoujo']"
1083,gosick take place num small made european country sauville . story center kazuya kujo third son japanese imperial soldier transfer student marguerite academy urban legend horror story rage . meet victorique mysterious yet beautiful brilliant girl never come class spends day reading entire content library solving mystery even detective solve,"['Drama', 'Romance']",['Drama']
1084,two eye standing high heaven within blue flame thus start legend white tamayura ancient object fabled give user ability travel time . reason enough lupin iii legendary item fujiko seductive charm . swapping thieving skill treasure hunting take lupin gang isle kiritappu lupin jigen scale seabed ruin treasure . always inspector zenigata tail literally driving water high speed car chase country road . seems like business usual lupin people around start vanish thin air . lupin jigen goemon,"['Action', 'Comedy']","['Action', 'Comedy']"
1085,fuwa yuusuke high schooler afraid branded differently others . date nothing casual relationship . nakahashi makoto afraid losing people love . date serious relationship anyone . nakahashi kenji makoto uncle cop inferiority complex comparing honor student brother lover misonou takashi novelist . certain incident brings num people together . adult love story emotion different people harbour feeling loneliness heart,"['Drama', 'Yaoi']","['Drama', 'Romance', 'Yaoi']"
1086,sarah working receptionist hospital london blue professor nauta asks take care grandmother . handsome every woman working attracted difficult personality keep everyone arm length . although sarah never really spoken moved sincere concern family agrees help . thankful smile gently sarah heart start pounding . plain jane life change,['Romance'],['Romance']
1087,itsuka entered shinomiya academy school kid super rich family . fall three handsome brother . itsuka also discovers shocking secret,"['Romance', 'School Life', 'Shoujo']","['Romance', 'School Life', 'Shoujo']"
1088,short anime screened alongside aikatsu star . movie . film short mark first time franchise screening double feature,['Shoujo'],[]
1089,dear lady gentleman japan . apologize asking mundane question believe vampire . beg pardon . seems bit tardy identifying . name gerhard von balstein . vampire entrusted island growerth bestowed title viscount . instead introducing thought might recount story disturbance occurred island . might say please allow tell since time hand . whether believe story sure clear daylight person . rate body,"['Comedy', 'Supernatural']","['Romance', 'Supernatural']"
1090,story girl imagination . googuri googuri made word secret word shared girl grandfather . granddaughter grandfather time like mountain time like tree time like ocean warm comfortable place . thought take wing imagination endlessly . people made imagine . thing seen smell smelled thought everything experienced extending expanding within infinite inside . reality,['Fantasy'],[]
1091,someone determined see fall wei kreuz look like found perfect plan . four assassin find trapped deadly game deceit question honor versus duty come surface . must fight reason survive one victor field death,"['Action', 'Drama']","['Action', 'Drama']"
1092,takao nearly abducted toraji flower shop suffers attack . kotarou think event connected yakuza therefore fault want respond . however end first fight toraji instead . end yuzuru worried takao seems troubled something want test takao feeling . upon discovering yuzuru feel takao say word heart,"['Comedy', 'Drama', 'Yaoi']","['Drama', 'Yaoi']"
1093,happen vampire meet donor enthusiast . popular nurse akabane yuki descendant vampire . found blood donor enthusiast mayuzumi osamu extremely tasty . started taking care . one day mayuzumi suddenly told yuki see anymore . exactly happened,"['Comedy', 'Romance', 'Supernatural', 'Yaoi']","['Comedy', 'Romance', 'Supernatural']"
1094,city dead long since ruined far human civilization life single human child . name raised three undead hearty skeletal warrior blood graceful mummified priestess mary crotchety spectral sorcerer . three pour love boy teach know . one day start wonder . must unravel mystery faraway dead man land unearth secret past undead . must learn love mercy good god bigotry madness bad . know boy take first step path becoming paladin,"['Action', 'Adventure', 'Fantasy']","['Drama', 'Fantasy', 'Romance']"
1095,demon blade reappeared world lot people different martial art clan killed . pei lie young lad talent forging weapon dispatched deliver sword female clan . never imagined life would encounter huge thing ordinary life human transformed monster . anything demon blade mystery even blurry,"['Action', 'Adventure', 'Fantasy']","['Action', 'Fantasy']"
1096,poor girl debt rich powerful tenmonchiki . accepts slave order pay debt feeling starting bloom within heart . could possibly love rich arrogant perfect guy,"['Comedy', 'Romance', 'School Life', 'Shoujo']","['Romance', 'Shoujo']"
1097,year num man able lift heavy object space using massive elevator span planet heaven . world split two superforces one control elevator causing tension side . kei katsuragi second lieutenant freedom space corp mission destroy elevator . something wrong space time oscillation bomb kei caught blast tossed another dimension . awakens strange new world caught middle emaan nomadic people rescue chilam military force want capture kei unknown reason . kei must journey find way restore time space try make way home avoid caught chilam army,"['Action', 'Adventure', 'Fantasy', 'Sci Fi']","['Action', 'Adventure', 'Sci Fi']"
1098,terrifying thing world . ghost . demon . rather finding people living around secretly replaced . appearance manner exactly person familiar know unknown monster hidden within human body . chen heng realises mother really . alone confronts terror discovers shocking dreadful side world hidden within everyday life,['Supernatural'],['Supernatural']
1099,dark dimension zero tale young zero half devil half god given duty coming claim soul living time come . first tale zero come young girl plunged side building going precious posession life book . love guide back realm living trip eternity permanent,"['Romance', 'Supernatural']","['Fantasy', 'Romance']"
1100,hero club sanshu middle school resumed normal activity even new member legendary hero sonoko nogi . sonoko yuuna grow deeply troubled occurs something someone precious missing group . happened missing friend hard time remembering,"['Action', 'Drama', 'Fantasy']",['Action']
1101,feisty girl laid typical boy want nothing gape luscious lady waitress outfit . together new employee hinomori azusa maeda kouji share special hate hate relationship local pia carrot restaurant . prospect abounding cold shoulder azusa irresistible kouji forced scout entire female cast new opportunity create summer memory yet real question remains lucky lady get keep kouji forced share wealth,"['Comedy', 'Romance']","['Comedy', 'Romance']"
1102,past midnight mood scare . come right place welcome world nightmare terror . enter risk,['Supernatural'],[]
1103,chris watanabe high school teacher . father remarries find english step brother named wataru . wataru transfer chris school four starting new life together parent die plane crash . chris wataru living alone together . elder cute younger cool new life hold,"['Comedy', 'Drama', 'Romance', 'School Life']","['Drama', 'School Life', 'Yaoi']"
1104,today dilly wedding . preparation steadily underway discovers shocking truth conversation groom father . proposed eye reward . plan devised father worried thirty year old single daughter . thoroughly humiliated dilly run aisle church still clad wedding dress . jump white limousine supposed used honeymoon instructs handsome chauffeur drive away . dilly meant fall love . never able get married . staring astonishment dilly angry antic chauffeur mick roped playing part groom,['Romance'],['Romance']
1105,fumiya recently come realise true orientation find hard accept . result unable hold relationship issue becoming physically intimate anyone . neighbour almost stalker help overcome issue,['Yaoi'],"['Drama', 'Romance', 'Yaoi']"
1106,year since toki lost twin sister accident . toki still dealing pain parent away trip must also take care orphaned nephew spoken word since losing parent . toki struggle raise child friend younger brother chihiro start giving helping hand . num people become temporary family,['Romance'],['Drama']
1107,took num year light star supernova reach earth arrived sky lit twelve day people began change gaining powerful superpower terrified populace . decade later individual rounded will shipped secretive island known area begin new life altered . jin satoru two altered find aboard ship bound area survival fittest awaits,"['Action', 'Shounen']","['Action', 'Sci Fi']"
1108,mameko endou num year old love fashion life village dreaming becoming model tokyo . classmate school love call leave together mameko uncertain feeling embarrassed end ruining first appointment . mameko beauty good enough model give little hope . however tokyo claiming know two beautiful model miri hikaru decided become stylist . passion fashion grows even inspiration becomes hostile vision often bizarre,['Shoujo'],"['Drama', 'Romance']"
1109,new series haruka attending college tokyo meet asahi reawakens memory middle school year including ikuya . makoto working toward new dream tokyo together haruka . rin unexpected meeting sydney . await new future see new fight ahead . instead confront past left behind,"['Comedy', 'Drama']",['Drama']
1110,hirono kenta strangest dream anyone could think hero justice . odd desire driven make costume made hero wingman . stroke luck meet yume aoi princess dreamscape called botoreem dream note book make dream come true . hirono draw wingman book soon made hero becomes reality . new power hirono aoi hirono childhood friend miku must save botoreem rimeru evil man wishing take dream note take botoreem,['Sci Fi'],['Fantasy']
1111,game loving shut kazuma sato life young schoolboy japan abruptly come early end least supposed . open eye though see beautiful goddess offer lifetime chance reborn parallel world . catch world violent threatened growing evil . fortunately choose one thing bring . chooses goddess aqua . adventure gorgeous companion begin could get enough money food survive keep goddess trouble avoid grabbing attention demon king army,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural']","['Adventure', 'Comedy', 'Fantasy']"
1112,growing single parent family longed father brother . imagine excitement hearing mother remarriage fulfill wish . however upon arriving new home accidentally swallowed family treasure gain unknown power even becoming new brother slave . life began change,"['Romance', 'Shoujo', 'Supernatural']","['Adventure', 'Fantasy']"
1113,masami finished summer camp returned home . however mother brother nowhere seen . mysterious shadow follows masami,"['Romance', 'Shoujo', 'Supernatural']","['Drama', 'Shoujo', 'Supernatural']"
1114,unnatural rain caused river styx break bank flood whole spirit world causing botan flee journey almost cost life . bringing botan genkai shrine retrieving artifact brought order lord koenma yusuke discovers nefarious plan hatched yakumo ruler netherworld . goal destroy spiritual energy point may rebuild human world desire yusuke spirit detective save spirit human world alike,"['Action', 'Shounen', 'Supernatural']","['Action', 'Adventure', 'Fantasy']"
1115,night partying mitsuhashi take yuki drunk best friend benefit home . night yuki decides top night topping mitsuhashi . sleepy satisfied yuki think drift finishing . mitsuhashi though done yuki,['Yaoi'],['Yaoi']
1116,princess nina sent foreign country marry prince prefer princess instead . shuurei sure . especially nina turn little cruel sadistic . showing nina kindness shuurei begin see another side nina,"['Drama', 'Fantasy']","['Drama', 'Romance', 'Shoujo']"
1117,baby yusura abandoned cherry tree along mysterious blue staff known kongoumaru . yusura fifteen year old work hikeshiya . using kongoumaru absorb people sorrow send back caused price . help cheerful minekichi young samurai named samon ninja named kazenosuke yusura help alleviate sadness world really want discover identity real parent find origin kongoumaru,"['Action', 'Comedy', 'Romance', 'Shoujo']",['Adventure']
1118,missy going far . thinking sleeping see sibling . young boy huge student loan backed wall . fortunately man gave medicine helped reconstruct gene destiny changed,"['Action', 'Sci Fi']",['Romance']
1119,two childhood friend beckman jouji kuranosuke reunite seen . kuranosuke power fly best friend side . unfortunately miss schrodinger plan two friend,"['Action', 'Drama', 'Shounen', 'Supernatural']",['Comedy']
1120,kaede cheerful energetic eighth grader . come boy however hopelessly shy . one day way home school kaede walk mysterious shop buy colorful cocoa mug . reach home casually peek bottom mug discovers engraved note say read message aloud pouring hot cocoa mug love fairy muglox appear grant every wish . skeptical curious kaede follows direction announces wish date yuuki class heartthrob . suddenly adorable blue mirumo appears . soon find however cute little muglox would rather eat chocolate create mischief help ka,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Shoujo']","['Comedy', 'Fantasy', 'Shoujo']"
1121,shion transferred school immediately became new target bullying . leo saw shion bullied stripped naked upon seeing shion private part feeling desire grow inside decided help new boy . ever since two always together . naturally entered university decided live together . leo always possessive dominant desire shion soft private part never lessened . shion never minded upon confronting leo romantic relationship come light leo never thought . shion private part turn leo,['Yaoi'],"['School Life', 'Yaoi']"
1122,popular . supposed enemy touching like . sano ambition become popular guy school lot female admirer . except one person getting way achieve kiyoharu azuma bad reputation player girl still attracted bad boy . worse sano find girl kiyoharu make even motivated one guy . upset kiyoharu fooling around girl even like sano try embarrass kiyoharu . kiyoharu letting serious sensual vibe turning thing unexpected situation,"['Romance', 'School Life', 'Yaoi']",['Yaoi']
1123,hinako vacation foreign country taking final trip graduating college starting work bag stolen . bag recovered young man named makio another japanese tourist come close consummating affair hinako chicken last minute . time later returned japan start new job discovers new bos makio . reason wearing skirt,"['Drama', 'Romance']","['Romance', 'Yaoi']"
1124,tamiya student whose honesty tends blunt get trouble fallen love shirasaka teacher school . excellent teacher caring popular among student dark past seems hope tamiya win heart . past shirasaka relationship iogi senior track team accident shirasaka fault . iogi became seriously injured forced give athletic dream . since iogi used shirasaka guilt keep close . chance shirasaka tamiya together,"['Drama', 'Romance', 'School Life', 'Yaoi']","['Drama', 'Yaoi']"
1125,young boy life grandmother city people use small airplane get place place . drive taxi plane one travel bump bird shot boy latest customer . bird well hungry bear meet next offer reward help . men cause many problem animal way help stay trouble,['Adventure'],[]
1126,self reliant girl move animal village . make friend various villager settle village . one night walked along beach find message bottle . set quest planting pine tree around village fulfill miracle eve winter festival,[],['Fantasy']
1127,shouta brother missing boy received text message telling designated location truly believed might finally learn happened relative . little shouta know following clue wake prison horror forced participate bloody junkie battle royale style game one player survive . must player kill survive must appease fan social medium watch privately streamed game internet chat competitor . shouta discover truth behind brother disappearance importantly survive bloody competition,['Shounen'],['Action']
1128,riko adores talented stage actress katzuki ichie best known performance indigo blue queen noble woman poisoned . however ichie worth people dead alive receiving anonymous death threat . curtain fall final show indigo blue queen ichie cryptic threat foretold everyone including riko suspect,"['Drama', 'Romance', 'Shoujo']",['Drama']
1129,late num century citizen london began hearing news brutal street slasher vampire . one day alan writer meet young woman named marie attacked street slasher . agrees let girl stay since lost home ever since day alan begin suffering strange dream . fact marie vampire . grow closer alan discovers terrifying secret new friend,"['Romance', 'Shoujo', 'Supernatural']","['Drama', 'Supernatural']"
1130,apparently inspired largely akira toriyama popular slump cybot robocchi story robocchi fun loving mischievous robot set stomach . robocchi life peaceful village various robot created eccentric somewhat lecherous art deko . although android robocchi warm kind heart always willing help friend need . human girlfriend kurumi get variety wacky adventure,['Comedy'],['Comedy']
1131,found strange black knife also bumped unexpectedly cute girl . changed fate completely . end boring steady life summer solidarity . new exciting world . time fight change fate,"['Action', 'Adventure', 'Fantasy']","['Drama', 'Romance']"
1132,chloe secretly carried gave birth surrogate mother half sister queen desert country . however chloe waited sister pick baby sister husband perished accident . chloe dedicated researcher never given thought love marriage child left behind blood relative . determined raise child love matter difficult might . sayid younger brother late sheikh serving regent appears door . cold stern expression informs come collect country future ruler prepared take baby force . way chloe stay child side marry sayid . anything child even wed sayid loveless marriage . heart able withstand charm hidden sayid,['Romance'],['Romance']
1133,wan graduate see ever . blue sky hyunwoo youth spin circle . class next seat bus bright smile . smallest thing take quite strain hyunwoo heart seeking jealousy dictatorship . wanting get closer still keeping distance . love complicated . well today distance hyunwoo chanhee stay ever,"['Comedy', 'School Life']","['Romance', 'School Life']"
1134,tale friendship two girl take care . short koike natsuo often mistaken primary school student . tall amano oriko often mistaken handsome young man . two may look num year old female college student . oriko nattsun story friendship perseverance . two started live together mean anything else,[],"['Comedy', 'Romance']"
1135,planet mahadoma full life magic . magic brings life biological thing turn creature . island imprisoned slave cobra disguise one slave . cobra requested secret find scroll mara contained source magic . cobra stolen scroll front appears zita turnkey mario puppeteer puppet xanadu lana witch,"['Action', 'Adventure', 'Drama', 'Sci Fi']","['Action', 'Adventure', 'Sci Fi']"
1136,mari okada grew rural chichibu truant adolescent life . observed school life afar often refusing leave confines room . fateful encounter visiting school teacher okada found way echelon school using untapped skill turning word page unique voice truly captured essence youthful spirit . personal desire leave home find place world outside okada came face face anxiety let story speak behalf struggle truly find peace world around,['Drama'],['Drama']
1137,rin girl fresh country discovered dragon knight grian new star princess whose job bring good harvest kingdom prayer . rin power awaken try bring barren land back life order cure curse eats away dragon knight . however question turn . rin find caught mysterious murder case previous star princess fionnuala . future hold country girl,"['Comedy', 'Fantasy', 'Romance', 'Shoujo']","['Fantasy', 'Romance']"
1138,war terror exploded literally day sarajevo destroyed homemade nuclear device . leading democracy transformed total surveillance state developing world drowned wave genocide . mysterious american john paul seems behind collapse world system intelligence agent clavis shepherd track john paul across wreckage civilization find true heart darkness genocidal organ,"['Action', 'Drama', 'Sci Fi']","['Action', 'Sci Fi']"
1139,angel devil real . brock maddox ceo major publishing company must determine discovers person leaking company secret none secretary elle . always excellent employee cold hearted controlling brock want able move past indiscretion . perhaps ever since interview love first sight . simply believe lover spy . angry disappointed brock elle apartment discover truth make yet another shocking discovery,['Romance'],['Romance']
1140,center mami normal high school girl normal relationship asano . asano actor though popular . asano genius though get serious role loses job . asano hottie though nobody know . asano work neighborhood convenience store near mami place provides opportunity beloved . throe passion suddenly roped becoming store manager,"['Romance', 'Shoujo']","['Drama', 'Romance', 'Shoujo']"
1141,mayuri older brother maki cruel violent thug got amnesia due accident high school graduation day . maki sweet num year old girl num year old guy body . first mayuri pretty creeped change see used cool older brother well family attitude towards maki . maki adorable charm start getting protecting maki bunch gangster want revenge mayuri find struggling feel attracted maki,['Yaoi'],"['Romance', 'Shoujo']"
1142,kanei tomoya came back previous high school substitute teacher physical education . met fellow teacher first day everything sailing smoothly seta kousuke came art teacher back high school . everything became worse accidentally broke seta sensei phone asked lover span four month stay . relationship turn something good something bad,['School Life'],"['Drama', 'Romance', 'Yaoi']"
1143,lord protector ding xie heng famous bachelor dayue dynasty also adoptive father male lead novel reborn woman . war god eye commoner protector also poisonous wealthy husband female avoid . dayue dynasty everyone thought lord protector ding would die single suddenly piece huge news dominated gossip capital seemed jiang family fourth miss went mad engagement canceled lord protector ding heir . said wanted fiance mom . whole capital gossip exploded news,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']","['Drama', 'Romance']"
1144,giles blake never forgive . hate man . girl pulled damning testimony turned daddy convict . lost everything trial . afterward changed name rae bonham . work day secretary construction company night study degree work part time escort . giles blake coming client . man stole family girlhood innocence happiness seek love . chance revenge . caught love hate,['Romance'],['Romance']
1145,taking debt friend need would normally considered good deed keisuke thought . borrowing money black market lender seemed easy enough came time make payment . keisuke meet due date lender suganuma agreed extend principle amount interest paid immediately form sex . day turn week keisuke find harder harder pay suganuma back especially interest keep adding . though try earn money different source one lead propositional position . time suganama always rescue . relationship suddenly become something simply debtor indebted,"['Comedy', 'Yaoi']",['Yaoi']
